Date,Team,Possession ,Shots,On target,Off target,Goals Scored,Goals Against
9/9/2014,Croatia ,70,17,6,11,2,0
10/10/2014,Croatia ,51,3,1,2,1,0
13/10/2014,Croatia ,61,19,7,12,6,0
16/11/2014,Croatia ,60,13,7,6,1,1
28/3/2015,Croatia ,52,12,8,4,5,1
12/6/2015,Croatia ,43,9,3,6,1,1
3/9/2015,Croatia ,62,18,4,14,0,0
6/9/2015,Croatia ,56,7,3,4,0,2
10/10/2015,Croatia ,59,11,5,6,3,0
13/10/2015,Croatia ,64,15,5,10,1,0
