Date,Team,Possession ,Shots,On target,Off target,Goals Scored,Goals Against
7/9/2014,Poland,66,23,15,8,7,0
11/10/2014,Poland,38,4,3,1,2,0
14/10/2014,Poland,46,11,5,6,2,2
14/11/2014,Poland,55,17,9,8,4,0
29/3/2015,Poland,45,7,2,5,1,1
13/6/2015,Poland,47,16,10,6,4,0
4/9/2015,Poland,34,12,9,3,1,3
7/9/2015,Poland,62,23,16,7,8,1
8/10/2015,Poland,56,11,5,6,2,2
11/10/2015,Poland,55,13,5,8,2,1
