Date,Team,Possession ,Shots,On target,Off target,Goals Scored,Goals Against
9/9/2014,Iceland,46,12,5,7,3,0
10/10/2014,Iceland,66,14,5,9,3,0
13/10/2014,Iceland,31,5,3,2,2,0
16/11/2014,Iceland,42,4,2,2,1,2
28/3/2015,Iceland,49,13,7,6,3,0
12/6/2015,Iceland,53,8,5,3,2,1
3/9/2015,Iceland,38,8,3,5,1,0
6/9/2015,Iceland,54,6,2,4,0,0
10/10/2015,Iceland,56,12,7,5,2,2
13/10/2015,Iceland,46,4,0,4,0,1
