Date,Team,Possession ,Shots,On target,Off target,Goals Scored,Goals Against
9/9/2014,Turkey,54,9,4,5,0,3
10/10/2014,Turkey,57,13,6,7,1,2
13/10/2014,Turkey,62,14,7,7,1,1
16/11/2014,Turkey,64,17,7,10,3,1
28/3/2015,Turkey,34,7,3,4,1,1
12/6/2015,Turkey,57,18,6,12,1,0
3/9/2015,Turkey,66,16,11,5,1,1
6/9/2015,Turkey,38,8,4,4,3,0
10/10/2015,Turkey,42,9,3,6,2,0
13/10/2015,Turkey,54,7,3,4,1,0
