Date,Team,Possession ,Shots,On target,Off target,Goals Scored,Goals Against
8/9/2014,Russia,63,23,10,13,4,0
9/10/2014,Russia,57,6,2,4,1,1
12/10/2014,Russia,68,16,5,11,1,1
15/11/2014,Russia,53,6,1,5,0,1
14/6/2015,Russia,56,12,6,6,0,1
5/9/2015,Russia,52,9,5,4,1,0
8/9/2015,Russia,64,21,13,8,7,0
9/10/2015,Russia,62,11,6,5,2,1
12/10/2015,Russia,60,14,6,8,2,0
